Threshold,Cow,Pooling.method,Primer,Cooperia oncophora,Cooperia punctata,Haemonchus contortus,Haemonchus placei,Oesophagostomum radiatum,Ostertagia ostertagi,Trichostrongylus axei
1%,C14,P8,NEMA1,0.017393387,0.031902388,0,0.731131767,0.167773255,0,0.051799203
1%,C14,P9,NEMA1,0.016634893,0.031929844,0,0.731760989,0.167830492,0,0.051843782
1%,C14,P10,NEMA1,0.013432134,0.032033837,0,0.734144289,0.168377105,0,0.052012634
1%,C14,P11,NEMA1,0.01611352,0.029189937,0,0.746705587,0.159987852,0,0.048003105
1%,C14,P12,NEMA1,0.013084397,0.02928332,0,0.749094418,0.160381191,0,0.048156674
1%,C14,P13,NEMA1,0.019009882,0.034570714,0,0.719728568,0.170655801,0,0.056035036
1%,C14,P14,NEMA1,0.018555675,0.034591245,0,0.720156022,0.170628742,0,0.056068316
1%,C14,P15,NEMA1,0.016992517,0.031812696,0,0.727717435,0.172306702,0,0.051170649
1%,C14,P16,NEMA1,0.013357022,0.031930873,0,0.730420738,0.172930631,0,0.051360736
1%,C15,P1,NEMA1,0,0,0,0.635016922,0.302047308,0.029627712,0.033308058
1%,C15,P2,NEMA1,0,0,0,0.644158017,0.296642713,0.023668302,0.035530968
1%,C15,P3,NEMA1,0,0,0,0.654816286,0.290913605,0.02571996,0.028550149
1%,C15,P4,NEMA1,0,0,0,0.637489907,0.298119737,0.026969662,0.037420694
1%,C15,P5,NEMA1,0,0,0,0.625809501,0.316000945,0.029378398,0.028811156
1%,C15,P6,NEMA1,0,0,0,0.625895795,0.313075413,0.027772819,0.033255974
1%,C15,P7,NEMA1,0,0,0,0.635971719,0.308652354,0.025500086,0.029875841
1%,C15,P8,NEMA1,0,0,0,0.643716018,0.297060965,0.026423414,0.032799603
1%,C15,P9,NEMA1,0,0,0,0.644056354,0.297652819,0.026479092,0.031811735
1%,C15,P10,NEMA1,0,0,0,0.643811032,0.297857967,0.026497342,0.03183366
1%,C15,P11,NEMA1,0,0,0,0.639524528,0.299382224,0.02668904,0.034404207
1%,C15,P12,NEMA1,0,0,0,0.639981573,0.300204957,0.026766575,0.033046896
1%,C15,P13,NEMA1,0,0,0,0.643469598,0.297294146,0.027959428,0.031276828
1%,C15,P14,NEMA1,0,0,0,0.643776002,0.298405031,0.028068906,0.029750061
1%,C15,P15,NEMA1,0,0,0,0.648780173,0.294158179,0.024558041,0.032503607
1%,C15,P16,NEMA1,0,0,0,0.648621284,0.294291254,0.024569151,0.032518311
1%,C16,P1,NEMA1,0.020583389,0.017952647,0,0.901072533,0.024081408,0.020843572,0.015466451
1%,C16,P2,NEMA1,0.020787419,0.019971159,0,0.891818355,0.026201943,0.025657769,0.015563355
1%,C16,P3,NEMA1,0.021923559,0.018600041,0,0.894463718,0.025247077,0.023643626,0.016121979
1%,C16,P4,NEMA1,0.020884924,0.019482651,0,0.894322284,0.023868485,0.024345854,0.017095802
1%,C16,P5,NEMA1,0.026230767,0.026006846,0,0.858897668,0.034131986,0.031892774,0.02283996
1%,C16,P6,NEMA1,0.017869214,0.016781778,0,0.899955915,0.025510654,0.024011756,0.015870683
1%,C16,P7,NEMA1,0.019455253,0.017760763,0,0.896793021,0.026201833,0.024570102,0.015219028
1%,C16,P8,NEMA1,0.021089498,0.018865067,0,0.895707322,0.025197596,0.023427517,0.015713001
1%,C16,P9,NEMA1,0.02111228,0.01887597,0,0.896674911,0.024599407,0.023452824,0.015284608
1%,C16,P10,NEMA1,0.019905087,0.017517998,0,0.899932477,0.024688775,0.023538027,0.014417636
1%,C16,P11,NEMA1,0.020688495,0.018992487,0,0.896305225,0.025173806,0.023323615,0.015516371
1%,C16,P12,NEMA1,0.020540145,0.017826765,0,0.899014467,0.024322006,0.023394115,0.014902501
1%,C16,P13,NEMA1,0.021250653,0.018274981,0,0.897782036,0.024661789,0.022237705,0.015792835
1%,C16,P14,NEMA1,0.019574146,0.017404095,0,0.900789374,0.0247444,0.022312196,0.015175789
1%,C16,P15,NEMA1,0.021335885,0.019309258,0,0.893095392,0.025740986,0.024685451,0.015833028
1%,C16,P16,NEMA1,0.021385546,0.019340095,0,0.895174145,0.024869867,0.024742908,0.014487438
1%,C17,P1,NEMA1,0,0.014566096,0,0.200712239,0.638926821,0.076766541,0.069028302
1%,C17,P2,NEMA1,0,0.013760651,0,0.193132392,0.662749587,0.067175378,0.063181992
1%,C17,P3,NEMA1,0,0.013700093,0,0.199519295,0.65610896,0.066604353,0.064067299
1%,C17,P4,NEMA1,0,0.014384921,0,0.202900605,0.645927816,0.071121504,0.065665155
1%,C17,P5,NEMA1,0,0.012163031,0,0.19133384,0.666832349,0.066545816,0.063124963
1%,C17,P6,NEMA1,0,0.014490687,0,0.191202898,0.662948912,0.066919588,0.064437915
1%,C17,P7,NEMA1,0,0.013978733,0,0.204342047,0.644771821,0.069893664,0.067013735
1%,C17,P8,NEMA1,0,0.014004399,0,0.197709168,0.652773274,0.070127161,0.065385997
1%,C17,P9,NEMA1,0,0.013301046,0,0.19791886,0.653330526,0.070207763,0.065241805
1%,C17,P10,NEMA1,0,0.013304898,0,0.197976181,0.653519742,0.070228096,0.064971082
1%,C17,P11,NEMA1,0,0.014153035,0,0.196825024,0.651143983,0.071847852,0.066030106
1%,C17,P12,NEMA1,0,0.013118695,0,0.197133225,0.651962578,0.071969895,0.065815607
1%,C17,P13,NEMA1,0,0.014132528,0,0.200114986,0.647529148,0.071678789,0.06654455
1%,C17,P14,NEMA1,0,0.013799473,0,0.200299814,0.648066602,0.071754581,0.066079531
1%,C17,P15,NEMA1,0,0.01373111,0,0.196248046,0.659510162,0.066896821,0.063613861
1%,C17,P16,NEMA1,0,0.013003104,0,0.196468164,0.660106425,0.066971855,0.063450453
1%,C13,P1,NEMA2,0,0,0,0.624272238,0.277156823,0.05246116,0.046109779
1%,C13,P2,NEMA2,0.010066606,0.012337269,0,0.605585831,0.268468059,0.050749319,0.052792916
1%,C13,P3,NEMA2,0.010095297,0.014195628,0,0.601560954,0.267511241,0.056075559,0.050561321
1%,C13,P4,NEMA2,0,0.011090811,0,0.626360619,0.256066493,0.052803582,0.053678495
1%,C13,P5,NEMA2,0,0,0,0.62406396,0.271803389,0.054107314,0.050025336
1%,C13,P6,NEMA2,0.010087064,0.010988701,0,0.60609732,0.274717534,0.051365135,0.046744245
1%,C13,P7,NEMA2,0,0,0,0.570211597,0.329967024,0.05358615,0.046235229
1%,C13,P8,NEMA2,0,0.011800041,0,0.61272566,0.272084995,0.053538409,0.049850896
1%,C13,P9,NEMA2,0,0.011457909,0,0.614439752,0.271538511,0.053688182,0.048875646
1%,C13,P10,NEMA2,0,0.011483881,0,0.615832501,0.272132521,0.053809877,0.046741221
1%,C13,P11,NEMA2,0,0.010281284,0,0.615732755,0.273188393,0.051679675,0.049117893
1%,C13,P12,NEMA2,0,0.010315815,0,0.617800778,0.272083897,0.051853248,0.047946262
1%,C13,P13,NEMA2,0,0.011542855,0,0.61310663,0.272429192,0.054420558,0.048500764
1%,C13,P14,NEMA2,0,0.011088228,0,0.616702483,0.27219138,0.054739733,0.045278176
1%,C13,P15,NEMA2,0.010083027,0.013400877,0,0.603282244,0.267920436,0.053797724,0.051515691
1%,C13,P16,NEMA2,0.010106581,0.012864397,0,0.60469153,0.268465195,0.053923398,0.049948899
1%,C14,P1,NEMA2,0.018382141,0.033341005,0,0.727777458,0.177780335,0,0.042719061
1%,C14,P2,NEMA2,0.019438626,0.032202206,0,0.734254992,0.174025974,0,0.040078201
1%,C14,P3,NEMA2,0.018644014,0.026979733,0,0.761254812,0.155101651,0,0.038019789
1%,C14,P4,NEMA2,0.018955135,0.034051395,0,0.717538801,0.184950386,0,0.044504283
1%,C14,P5,NEMA2,0.019497021,0.033780231,0,0.728772345,0.169142131,0,0.048808272
1%,C14,P6,NEMA2,0.011101071,0.026332774,0,0.8039241,0.114625016,0,0.044017039
1%,C14,P7,NEMA2,0.015875145,0.028306949,0,0.777077185,0.139835435,0,0.038905286
1%,C14,P8,NEMA2,0.018833703,0.030981,0,0.740367458,0.169473911,0,0.040343928
1%,C14,P9,NEMA2,0.018561417,0.031017492,0,0.740356112,0.169673531,0,0.040391449
1%,C14,P10,NEMA2,0.017983068,0.03103577,0,0.740792394,0.169773517,0,0.040415251
1%,C14,P11,NEMA2,0.018918191,0.03276319,0,0.731064095,0.175875409,0,0.041379115
1%,C14,P12,NEMA2,0.018500929,0.032777124,0,0.731375023,0.175950211,0,0.041396714
1%,C14,P13,NEMA2,0.018506489,0.030320427,0,0.743673802,0.167011618,0,0.040487665
1%,C14,P14,NEMA2,0.017640022,0.030389292,0,0.744000121,0.167390942,0,0.040579622
1%,C14,P15,NEMA2,0.019067166,0.029760842,0,0.746876673,0.165179368,0,0.03911595
1%,C14,P16,NEMA2,0.01865427,0.029814053,0,0.746871089,0.165474701,0,0.039185887
1%,C15,P1,NEMA2,0,0,0,0.622544932,0.302113587,0.033127247,0.042214234
1%,C15,P2,NEMA2,0,0,0,0.600021507,0.325214399,0.036320133,0.038443961
1%,C15,P3,NEMA2,0,0,0,0.5995549,0.328213068,0.031084448,0.041147585
1%,C15,P4,NEMA2,0,0,0,0.620400466,0.312557378,0.031883483,0.035158673
1%,C15,P5,NEMA2,0,0,0,0.599220868,0.334237056,0.032402411,0.034139665
1%,C15,P6,NEMA2,0,0,0,0.585909263,0.334331337,0.03563144,0.04412796
1%,C15,P7,NEMA2,0,0,0,0.593521943,0.334632943,0.033923156,0.037921957
1%,C15,P8,NEMA2,0,0,0,0.606763686,0.319218787,0.033430117,0.04058741
1%,C15,P9,NEMA2,0,0,0,0.607203102,0.319140856,0.033039239,0.040616803
1%,C15,P10,NEMA2,0,0,0,0.610378196,0.31698331,0.033212003,0.039426491
1%,C15,P11,NEMA2,0,0,0,0.610904241,0.314052687,0.034777413,0.040265659
1%,C15,P12,NEMA2,0,0,0,0.614224048,0.312308788,0.034309822,0.039157342
1%,C15,P13,NEMA2,0,0,0,0.610058596,0.316288725,0.032017763,0.041634916
1%,C15,P14,NEMA2,0,0,0,0.612012495,0.314098931,0.032120309,0.041768265
1%,C15,P15,NEMA2,0,0,0,0.599775899,0.326792808,0.033564225,0.039867067
1%,C15,P16,NEMA2,0,0,0,0.600701396,0.327156794,0.033016642,0.039125167
1%,C16,P1,NEMA2,0.02020153,0.018016268,0,0.913657885,0.018404759,0.017142163,0.012577395
1%,C16,P2,NEMA2,0.021370711,0.019877803,0,0.909126095,0.020983661,0.015952006,0.012689724
1%,C16,P3,NEMA2,0.022979562,0.020022824,0,0.903880071,0.020930594,0.01984127,0.012345679
1%,C16,P4,NEMA2,0.019654069,0.018306911,0,0.911207871,0.020616325,0.017897953,0.012316871
1%,C16,P5,NEMA2,0.01875447,0.017880321,0,0.911128182,0.021509364,0.018701491,0.012026171
1%,C16,P6,NEMA2,0.019988211,0.019693478,0,0.916644338,0.015781577,0.017389207,0.010503188
1%,C16,P7,NEMA2,0.019943316,0.017967186,0,0.914818378,0.017005122,0.016303076,0.013962922
1%,C16,P8,NEMA2,0.021490441,0.019264615,0,0.908991304,0.020049693,0.017668576,0.012535372
1%,C16,P9,NEMA2,0.021496932,0.018968389,0,0.909265859,0.020055749,0.017673913,0.012539158
1%,C16,P10,NEMA2,0.021536706,0.017620155,0,0.910948186,0.019625982,0.017706613,0.012562358
1%,C16,P11,NEMA2,0.020748229,0.018886706,0,0.911538859,0.019610631,0.016585656,0.012629919
1%,C16,P12,NEMA2,0.020783425,0.017533182,0,0.913085141,0.019333118,0.016613791,0.012651343
1%,C16,P13,NEMA2,0.021544751,0.018986469,0,0.908930161,0.019626039,0.018447223,0.012465357
1%,C16,P14,NEMA2,0.021559892,0.018673527,0,0.909568928,0.019263349,0.018460187,0.012474117
1%,C16,P15,NEMA2,0.022200811,0.019952628,0,0.906419366,0.020956281,0.017958703,0.012512211
1%,C16,P16,NEMA2,0.022229666,0.018678815,0,0.907597481,0.020983519,0.017982045,0.012528474
1%,C17,P1,NEMA2,0,0.014979058,0,0.178873139,0.688421401,0.062661208,0.055065193
1%,C17,P2,NEMA2,0,0.015968908,0,0.185122536,0.678628245,0.064479752,0.05580056
1%,C17,P3,NEMA2,0,0.016447996,0,0.183174718,0.68547447,0.063078912,0.051823905
1%,C17,P4,NEMA2,0,0.014424267,0,0.180664466,0.695109369,0.055406521,0.054395378
1%,C17,P5,NEMA2,0,0.01524707,0,0.177044823,0.698127341,0.055382385,0.054198381
1%,C17,P6,NEMA2,0,0.013787543,0,0.170227777,0.713989115,0.048337029,0.053658537
1%,C17,P7,NEMA2,0,0.014600227,0,0.168270241,0.717343809,0.050249989,0.049535734
1%,C17,P8,NEMA2,0,0.015830679,0,0.182563247,0.683925606,0.063452123,0.054228344
1%,C17,P9,NEMA2,0,0.015814683,0,0.182627582,0.684166619,0.063474484,0.053916633
1%,C17,P10,NEMA2,0,0.015814683,0,0.182627582,0.684166619,0.063474484,0.053916633
1%,C17,P11,NEMA2,0,0.015513828,0,0.182249396,0.683130616,0.063643682,0.055462477
1%,C17,P12,NEMA2,0,0.015516866,0,0.182285092,0.683264418,0.063656148,0.055277476
1%,C17,P13,NEMA2,0,0.01575393,0,0.181142244,0.68686688,0.062881549,0.053355397
1%,C17,P14,NEMA2,0,0.015725838,0,0.181205051,0.687105037,0.062903352,0.053060722
1%,C17,P15,NEMA2,0,0.016202317,0,0.184173568,0.681963692,0.06379727,0.053863153
1%,C17,P16,NEMA2,0,0.016179525,0,0.184266807,0.68230894,0.063829567,0.053415161
2%,C13,P1,NEMA1,0,0,0,0.681137107,0.242762489,0.036977978,0.039122426
2%,C13,P2,NEMA1,0,0,0,0.702147552,0.224926337,0.0337432,0.03918291
2%,C13,P3,NEMA1,0,0,0,0.689356497,0.232963906,0.036992661,0.040686935
2%,C13,P4,NEMA1,0,0,0,0.670918021,0.254918455,0.036498331,0.037665192
2%,C13,P5,NEMA1,0,0,0,0.652442241,0.259758413,0.044071105,0.043728241
2%,C13,P6,NEMA1,0,0,0,0.687018498,0.227639764,0.039199934,0.046141804
2%,C13,P7,NEMA1,0,0,0,0.674351052,0.24249386,0.038421928,0.044733159
2%,C13,P8,NEMA1,0,0,0,0.690721465,0.233614664,0.035961372,0.0397025
2%,C13,P9,NEMA1,0,0,0,0.69063054,0.233672391,0.035977149,0.039719919
2%,C13,P10,NEMA1,0,0,0,0.693274969,0.234567124,0.034092543,0.038065363
2%,C13,P11,NEMA1,0,0,0,0.691484463,0.233978429,0.035384894,0.039152214
2%,C13,P12,NEMA1,0,0,0,0.693463467,0.234743888,0.033648864,0.038143781
2%,C13,P13,NEMA1,0,0,0,0.685445149,0.237626742,0.036985674,0.039942435
2%,C13,P14,NEMA1,0,0,0,0.686378119,0.238084624,0.037067146,0.038470112
2%,C13,P15,NEMA1,0,0,0,0.695347541,0.229199289,0.035470687,0.039982484
2%,C13,P16,NEMA1,0,0,0,0.696161154,0.22950689,0.034295813,0.040036143
2%,C14,P1,NEMA1,0,0.032685785,0,0.751978621,0.161236167,0,0.054099428
2%,C14,P2,NEMA1,0,0.026643777,0,0.765905579,0.163982833,0,0.043467811
2%,C14,P3,NEMA1,0,0.03757352,0,0.716962833,0.185583782,0,0.059879865
2%,C14,P4,NEMA1,0,0.031007752,0,0.752148127,0.167694032,0,0.049150089
2%,C14,P5,NEMA1,0,0.030743781,0,0.746871001,0.170479728,0,0.05190549
2%,C14,P6,NEMA1,0.021550725,0.03661306,0,0.669787273,0.204986791,0,0.06706215
2%,C14,P7,NEMA1,0,0.031304209,0,0.756985402,0.158976275,0,0.052734114
2%,C14,P8,NEMA1,0,0.032467101,0,0.744073729,0.170743055,0,0.052716115
2%,C14,P9,NEMA1,0,0.032469978,0,0.744139673,0.170669562,0,0.052720787
2%,C14,P10,NEMA1,0,0.032469978,0,0.744139673,0.170669562,0,0.052720787
2%,C14,P11,NEMA1,0,0.029667993,0,0.758934696,0.16260804,0,0.048789272
2%,C14,P12,NEMA1,0,0.029671555,0,0.759025813,0.162507504,0,0.048795129
2%,C14,P13,NEMA1,0,0.035240634,0,0.733675655,0.173962813,0,0.057120897
2%,C14,P14,NEMA1,0,0.035245245,0,0.73377165,0.173854734,0,0.057128371
2%,C14,P15,NEMA1,0,0.032362618,0,0.740296944,0.17528524,0,0.052055198
2%,C14,P16,NEMA1,0,0.032363148,0,0.740309062,0.175271739,0,0.05205605
2%,C15,P1,NEMA1,0,0,0,0.635016922,0.302047308,0.029627712,0.033308058
2%,C15,P2,NEMA1,0,0,0,0.644158017,0.296642713,0.023668302,0.035530968
2%,C15,P3,NEMA1,0,0,0,0.654816286,0.290913605,0.02571996,0.028550149
2%,C15,P4,NEMA1,0,0,0,0.637489907,0.298119737,0.026969662,0.037420694
2%,C15,P5,NEMA1,0,0,0,0.625809501,0.316000945,0.029378398,0.028811156
2%,C15,P6,NEMA1,0,0,0,0.625895795,0.313075413,0.027772819,0.033255974
2%,C15,P7,NEMA1,0,0,0,0.635971719,0.308652354,0.025500086,0.029875841
2%,C15,P8,NEMA1,0,0,0,0.643716018,0.297060965,0.026423414,0.032799603
2%,C15,P9,NEMA1,0,0,0,0.644056354,0.297652819,0.026479092,0.031811735
2%,C15,P10,NEMA1,0,0,0,0.643811032,0.297857967,0.026497342,0.03183366
2%,C15,P11,NEMA1,0,0,0,0.639524528,0.299382224,0.02668904,0.034404207
2%,C15,P12,NEMA1,0,0,0,0.639981573,0.300204957,0.026766575,0.033046896
2%,C15,P13,NEMA1,0,0,0,0.643469598,0.297294146,0.027959428,0.031276828
2%,C15,P14,NEMA1,0,0,0,0.643776002,0.298405031,0.028068906,0.029750061
2%,C15,P15,NEMA1,0,0,0,0.648780173,0.294158179,0.024558041,0.032503607
2%,C15,P16,NEMA1,0,0,0,0.648621284,0.294291254,0.024569151,0.032518311
2%,C16,P1,NEMA1,0.02129505,0,0,0.932226709,0.024914012,0.021564229,0
2%,C16,P2,NEMA1,0.021553305,0,0,0.924676277,0.02716732,0.026603098,0
2%,C16,P3,NEMA1,0.022712172,0,0,0.926638478,0.02615524,0.024494111,0
2%,C16,P4,NEMA1,0.021677867,0,0,0.928277229,0.024774705,0.025270199,0
2%,C16,P5,NEMA1,0.026230767,0.026006846,0,0.858897668,0.034131986,0.031892774,0.02283996
2%,C16,P6,NEMA1,0,0,0,0.947842506,0.026868074,0.02528942,0
2%,C16,P7,NEMA1,0,0,0,0.946418518,0.027651753,0.025929728,0
2%,C16,P8,NEMA1,0.021844851,0,0,0.927788454,0.026100086,0.024266609,0
2%,C16,P9,NEMA1,0.021858996,0,0,0.928389224,0.025469458,0.024282322,0
2%,C16,P10,NEMA1,0,0,0,0.949136392,0.026038637,0.024824971,0
2%,C16,P11,NEMA1,0.021427949,0,0,0.928341221,0.026073575,0.024157254,0
2%,C16,P12,NEMA1,0.021235156,0,0,0.929434165,0.025144983,0.024185695,0
2%,C16,P13,NEMA1,0.02200015,0,0,0.929446239,0.025531595,0.023022015,0
2%,C16,P14,NEMA1,0,0,0,0.950354174,0.02610593,0.023539896,0
2%,C16,P15,NEMA1,0.022112986,0,0,0.925623933,0.02667853,0.02558455,0
2%,C16,P16,NEMA1,0.022134295,0,0,0.926515893,0.025740608,0.025609204,0
2%,C17,P1,NEMA1,0,0,0,0.203679048,0.648371057,0.077901258,0.070048637
2%,C17,P2,NEMA1,0,0,0,0.195827101,0.671996699,0.068112653,0.064063548
2%,C17,P3,NEMA1,0,0,0,0.202290696,0.665222571,0.067529514,0.064957219
2%,C17,P4,NEMA1,0,0,0,0.205861912,0.655355046,0.072159513,0.066623529
2%,C17,P5,NEMA1,0,0,0,0.193689694,0.675042917,0.067365181,0.063902208
2%,C17,P6,NEMA1,0,0,0,0.194014299,0.67269675,0.067903557,0.065385395
2%,C17,P7,NEMA1,0,0,0,0.207238985,0.653912692,0.07088454,0.067963783
2%,C17,P8,NEMA1,0,0,0,0.200517292,0.662044814,0.071123199,0.066314695
2%,C17,P9,NEMA1,0,0,0,0.200586875,0.662137649,0.071154188,0.066121288
2%,C17,P10,NEMA1,0,0,0,0.200645752,0.662332002,0.071175074,0.065847172
2%,C17,P11,NEMA1,0,0,0,0.199650687,0.660491949,0.072879315,0.066978049
2%,C17,P12,NEMA1,0,0,0,0.199753734,0.660629171,0.072926597,0.066690499
2%,C17,P13,NEMA1,0,0,0,0.202983658,0.656811555,0.072706313,0.067498474
2%,C17,P14,NEMA1,0,0,0,0.203102522,0.657134714,0.072758611,0.067004153
2%,C17,P15,NEMA1,0,0,0,0.198980266,0.668692046,0.067828177,0.064499511
2%,C17,P16,NEMA1,0,0,0,0.199056517,0.668802939,0.06785417,0.064286375
2%,C13,P1,NEMA2,0,0,0,0.624272238,0.277156823,0.05246116,0.046109779
2%,C13,P2,NEMA2,0,0,0,0.61946423,0.274620626,0.051912357,0.054002787
2%,C13,P3,NEMA2,0,0,0,0.616537213,0.274171111,0.057471597,0.051820079
2%,C13,P4,NEMA2,0,0,0,0.633385376,0.258938329,0.053395785,0.05428051
2%,C13,P5,NEMA2,0,0,0,0.62406396,0.271803389,0.054107314,0.050025336
2%,C13,P6,NEMA2,0,0,0,0.619146303,0.28063207,0.052471001,0.047750626
2%,C13,P7,NEMA2,0,0,0,0.570211597,0.329967024,0.05358615,0.046235229
2%,C13,P8,NEMA2,0,0,0,0.620042183,0.275333946,0.054177708,0.050446163
2%,C13,P9,NEMA2,0,0,0,0.621561548,0.274685836,0.054310466,0.049442149
2%,C13,P10,NEMA2,0,0,0,0.622986807,0.275293964,0.054435002,0.047284227
2%,C13,P11,NEMA2,0,0,0,0.62212904,0.276026298,0.052216528,0.049628134
2%,C13,P12,NEMA2,0,0,0,0.624240326,0.27491992,0.052393732,0.048446022
2%,C13,P13,NEMA2,0,0,0,0.620266274,0.275610525,0.055056062,0.049067139
2%,C13,P14,NEMA2,0,0,0,0.623617294,0.275243341,0.055353505,0.04578586
2%,C13,P15,NEMA2,0,0,0,0.617790374,0.274363564,0.055091488,0.052754574
2%,C13,P16,NEMA2,0,0,0,0.618908463,0.274777093,0.055191193,0.05112325
2%,C14,P1,NEMA2,0,0.033965361,0,0.74140609,0.181109516,0,0.043519034
2%,C14,P2,NEMA2,0,0.032840582,0,0.748810846,0.177475861,0,0.040872711
2%,C14,P3,NEMA2,0,0.0274923,0,0.775717296,0.158048306,0,0.038742098
2%,C14,P4,NEMA2,0,0.034709315,0,0.731402637,0.188523882,0,0.045364167
2%,C14,P5,NEMA2,0,0.034451942,0,0.743263774,0.172505474,0,0.04977881
2%,C14,P6,NEMA2,0,0.026628377,0,0.812948701,0.115911761,0,0.04451116
2%,C14,P7,NEMA2,0,0.028763575,0,0.789612396,0.142091153,0,0.039532876
2%,C14,P8,NEMA2,0,0.031575687,0,0.754578974,0.172727,0,0.041118339
2%,C14,P9,NEMA2,0,0.031604109,0,0.754358067,0.172882475,0,0.04115535
2%,C14,P10,NEMA2,0,0.031604109,0,0.754358067,0.172882475,0,0.04115535
2%,C14,P11,NEMA2,0,0.033394962,0,0.745161197,0.179266813,0,0.042177028
2%,C14,P12,NEMA2,0,0.033394962,0,0.745161197,0.179266813,0,0.042177028
2%,C14,P13,NEMA2,0,0.030892132,0,0.757696097,0.170160694,0,0.041251077
2%,C14,P14,NEMA2,0,0.030934986,0,0.757359968,0.170396745,0,0.041308302
2%,C14,P15,NEMA2,0,0.030339327,0,0.761394305,0.16839009,0,0.039876277
2%,C14,P16,NEMA2,0,0.030380785,0,0.761068262,0.168620187,0,0.039930766
2%,C15,P1,NEMA2,0,0,0,0.622544932,0.302113587,0.033127247,0.042214234
2%,C15,P2,NEMA2,0,0,0,0.600021507,0.325214399,0.036320133,0.038443961
2%,C15,P3,NEMA2,0,0,0,0.5995549,0.328213068,0.031084448,0.041147585
2%,C15,P4,NEMA2,0,0,0,0.620400466,0.312557378,0.031883483,0.035158673
2%,C15,P5,NEMA2,0,0,0,0.599220868,0.334237056,0.032402411,0.034139665
2%,C15,P6,NEMA2,0,0,0,0.585909263,0.334331337,0.03563144,0.04412796
2%,C15,P7,NEMA2,0,0,0,0.593521943,0.334632943,0.033923156,0.037921957
2%,C15,P8,NEMA2,0,0,0,0.606763686,0.319218787,0.033430117,0.04058741
2%,C15,P9,NEMA2,0,0,0,0.607203102,0.319140856,0.033039239,0.040616803
2%,C15,P10,NEMA2,0,0,0,0.610378196,0.31698331,0.033212003,0.039426491
2%,C15,P11,NEMA2,0,0,0,0.610904241,0.314052687,0.034777413,0.040265659
2%,C15,P12,NEMA2,0,0,0,0.614224048,0.312308788,0.034309822,0.039157342
2%,C15,P13,NEMA2,0,0,0,0.610058596,0.316288725,0.032017763,0.041634916
2%,C15,P14,NEMA2,0,0,0,0.612012495,0.314098931,0.032120309,0.041768265
2%,C15,P15,NEMA2,0,0,0,0.599775899,0.326792808,0.033564225,0.039867067
2%,C15,P16,NEMA2,0,0,0,0.600701396,0.327156794,0.033016642,0.039125167
2%,C16,P1,NEMA2,0.021632303,0,0,0.978367697,0,0,0
2%,C16,P2,NEMA2,0.022460483,0,0,0.955485821,0.022053696,0,0
2%,C16,P3,NEMA2,0.023743803,0.020688731,0,0.933940774,0.021626692,0,0
2%,C16,P4,NEMA2,0,0,0,0.977875307,0.022124693,0,0
2%,C16,P5,NEMA2,0,0,0,0.97693706,0.02306294,0,0
2%,C16,P6,NEMA2,0,0,0,1,0,0,0
2%,C16,P7,NEMA2,0,0,0,1,0,0,0
2%,C16,P8,NEMA2,0.022608869,0,0,0.956297991,0.02109314,0,0
2%,C16,P9,NEMA2,0.022608869,0,0,0.956297991,0.02109314,0,0
2%,C16,P10,NEMA2,0.023096037,0,0,0.976903963,0,0,0
2%,C16,P11,NEMA2,0.022255193,0,0,0.977744807,0,0,0
2%,C16,P12,NEMA2,0.022255193,0,0,0.977744807,0,0,0
2%,C16,P13,NEMA2,0.023154575,0,0,0.976845425,0,0,0
2%,C16,P14,NEMA2,0.023154575,0,0,0.976845425,0,0,0
2%,C16,P15,NEMA2,0.023379698,0,0,0.95455122,0.022069082,0,0
2%,C16,P16,NEMA2,0.023379698,0,0,0.95455122,0.022069082,0,0
2%,C17,P1,NEMA2,0,0,0,0.181593235,0.698890117,0.063614087,0.055902561
2%,C17,P2,NEMA2,0,0,0,0.188126714,0.689641059,0.065526133,0.056706094
2%,C17,P3,NEMA2,0,0,0,0.186237959,0.696937698,0.064133784,0.052690559
2%,C17,P4,NEMA2,0,0,0,0.183308557,0.705282553,0.056217416,0.055191474
2%,C17,P5,NEMA2,0,0,0,0.179786033,0.708936546,0.056239878,0.055037542
2%,C17,P6,NEMA2,0,0,0,0.172607611,0.723970895,0.049012795,0.054408699
2%,C17,P7,NEMA2,0,0,0,0.170763426,0.727972371,0.050994521,0.050269683
2%,C17,P8,NEMA2,0,0,0,0.185499836,0.694926769,0.064472771,0.055100625
2%,C17,P9,NEMA2,0,0,0,0.185562189,0.695160359,0.064494443,0.054783009
2%,C17,P10,NEMA2,0,0,0,0.185562189,0.695160359,0.064494443,0.054783009
2%,C17,P11,NEMA2,0,0,0,0.185121337,0.693895593,0.064646599,0.056336472
2%,C17,P12,NEMA2,0,0,0,0.185158167,0.694033645,0.06465946,0.056148728
2%,C17,P13,NEMA2,0,0,0,0.184041623,0.697860932,0.063888037,0.054209408
2%,C17,P14,NEMA2,0,0,0,0.184100181,0.698082976,0.063908365,0.053908478
2%,C17,P15,NEMA2,0,0,0,0.187206751,0.693195058,0.064847957,0.054750234
2%,C17,P16,NEMA2,0,0,0,0.187297187,0.693529924,0.064879283,0.054293606
